Acquired on 3/23/2026 at 20:46:34
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
3.10087705E+000		-1.09491211E+002		0.00000000E+000	
3.10089636E+000		-1.09880890E+002		0.00000000E+000	
3.10091543E+000		-1.10901245E+002		0.00000000E+000	
3.10093474E+000		-1.13925941E+002		0.00000000E+000	
3.10095406E+000		-1.13320969E+002		0.00000000E+000	
3.10097313E+000		-1.14124939E+002		0.00000000E+000	
3.10099244E+000		-1.13489105E+002		0.00000000E+000	
3.10101151E+000		-1.12743263E+002		0.00000000E+000	
3.10103083E+000		-1.12939041E+002		0.00000000E+000	
3.10104990E+000		-1.13140190E+002		0.00000000E+000	
3.10106921E+000		-1.13311234E+002		0.00000000E+000	
3.10108829E+000		-1.13458130E+002		0.00000000E+000	
3.10110760E+000		-1.14317940E+002		0.00000000E+000	
3.10112691E+000		-1.13243286E+002		0.00000000E+000	
3.10114598E+000		-1.13670929E+002		0.00000000E+000	
3.10116529E+000		-1.12002106E+002		0.00000000E+000	
3.10118437E+000		-1.12124161E+002		0.00000000E+000	
3.10120368E+000		-1.10316887E+002		0.00000000E+000	
3.10122275E+000		-1.10590500E+002		0.00000000E+000	
3.10124207E+000		-1.10908325E+002		0.00000000E+000	
3.10126138E+000		-1.10571014E+002		0.00000000E+000	
3.10128045E+000		-1.08739616E+002		0.00000000E+000	
3.10129976E+000		-1.09825249E+002		0.00000000E+000	
3.10131884E+000		-1.09898773E+002		0.00000000E+000	
3.10133815E+000		-1.09493698E+002		0.00000000E+000	
3.10135722E+000		-1.08307877E+002		0.00000000E+000	
3.10137653E+000		-1.07904282E+002		0.00000000E+000	
3.10139585E+000		-1.07634193E+002		0.00000000E+000	
3.10141492E+000		-1.07062485E+002		0.00000000E+000	
3.10143423E+000		-1.07228859E+002		0.00000000E+000	
3.10145330E+000		-1.08085320E+002		0.00000000E+000	
3.10147262E+000		-1.10019257E+002		0.00000000E+000	
3.10149169E+000		-1.09712585E+002		0.00000000E+000	
3.10151100E+000		-1.09894112E+002		0.00000000E+000	
3.10153008E+000		-1.10075974E+002		0.00000000E+000	
3.10154939E+000		-1.09470818E+002		0.00000000E+000	
3.10156870E+000		-1.09858482E+002		0.00000000E+000	
3.10158777E+000		-1.10581039E+002		0.00000000E+000	
3.10160708E+000		-1.11655510E+002		0.00000000E+000	
3.10162616E+000		-1.10058319E+002		0.00000000E+000	
3.10164547E+000		-1.11899025E+002		0.00000000E+000	
3.10166454E+000		-1.09883736E+002		0.00000000E+000	
3.10168386E+000		-1.09314720E+002		0.00000000E+000	
3.10170317E+000		-1.08637810E+002		0.00000000E+000	
3.10172224E+000		-1.09170212E+002		0.00000000E+000	
3.10174155E+000		-1.08912659E+002		0.00000000E+000	
3.10176063E+000		-1.10446594E+002		0.00000000E+000	
3.10177994E+000		-1.10342606E+002		0.00000000E+000	
3.10179901E+000		-1.11583244E+002		0.00000000E+000	
3.10181832E+000		-1.11307358E+002		0.00000000E+000	
3.10183764E+000		-1.10774048E+002		0.00000000E+000	
3.10185671E+000		-1.09972183E+002		0.00000000E+000	
3.10187602E+000		-1.08982613E+002		0.00000000E+000	
3.10189509E+000		-1.07864372E+002		0.00000000E+000	
3.10191441E+000		-1.08112495E+002		0.00000000E+000	
3.10193348E+000		-1.07942337E+002		0.00000000E+000	
3.10195279E+000		-1.08220375E+002		0.00000000E+000	
3.10197210E+000		-1.09803360E+002		0.00000000E+000	
3.10199118E+000		-1.09153297E+002		0.00000000E+000	
3.10201049E+000		-1.08923630E+002		0.00000000E+000	
3.10202956E+000		-1.09557266E+002		0.00000000E+000	
3.10204887E+000		-1.09301010E+002		0.00000000E+000	
3.10206795E+000		-1.09201881E+002		0.00000000E+000	
3.10208726E+000		-1.11687454E+002		0.00000000E+000	
3.10210633E+000		-1.11578987E+002		0.00000000E+000	
3.10212564E+000		-1.11155594E+002		0.00000000E+000	
3.10214496E+000		-1.11621315E+002		0.00000000E+000	
3.10216403E+000		-1.11774277E+002		0.00000000E+000	
3.10218334E+000		-1.10779449E+002		0.00000000E+000	
3.10220242E+000		-1.11639366E+002		0.00000000E+000	
3.10222173E+000		-1.11529480E+002		0.00000000E+000	
3.10224080E+000		-1.11868240E+002		0.00000000E+000	
3.10226011E+000		-1.11826324E+002		0.00000000E+000	
3.10227942E+000		-1.12854340E+002		0.00000000E+000	
3.10229850E+000		-1.12758934E+002		0.00000000E+000	
3.10231781E+000		-1.15424377E+002		0.00000000E+000	
3.10233688E+000		-1.14030899E+002		0.00000000E+000	
3.10235620E+000		-1.13107185E+002		0.00000000E+000	
3.10237527E+000		-1.13394363E+002		0.00000000E+000	
3.10239458E+000		-1.13128014E+002		0.00000000E+000	
3.10241389E+000		-1.11238724E+002		0.00000000E+000	
3.10243297E+000		-1.11828316E+002		0.00000000E+000	
3.10245228E+000		-1.12414551E+002		0.00000000E+000	
3.10247135E+000		-1.11900955E+002		0.00000000E+000	
3.10249066E+000		-1.08623726E+002		0.00000000E+000	
3.10250974E+000		-1.09179390E+002		0.00000000E+000	
3.10252905E+000		-1.08261177E+002		0.00000000E+000	
3.10254836E+000		-1.08523216E+002		0.00000000E+000	
3.10256743E+000		-1.08680359E+002		0.00000000E+000	
3.10258675E+000		-1.10829918E+002		0.00000000E+000	
3.10260582E+000		-1.10380066E+002		0.00000000E+000	
3.10262513E+000		-1.11731018E+002		0.00000000E+000	
3.10264421E+000		-1.11299042E+002		0.00000000E+000	
3.10266352E+000		-1.11369316E+002		0.00000000E+000	
3.10268259E+000		-1.11967957E+002		0.00000000E+000	
3.10270190E+000		-1.13151550E+002		0.00000000E+000	
3.10272121E+000		-1.12023117E+002		0.00000000E+000	
3.10274029E+000		-1.11786377E+002		0.00000000E+000	
3.10275960E+000		-1.11155434E+002		0.00000000E+000	
3.10277867E+000		-1.11319466E+002		0.00000000E+000	
3.10279799E+000		-1.10939095E+002		0.00000000E+000	
3.10281706E+000		-1.12149513E+002		0.00000000E+000	
3.10283637E+000		-1.12646599E+002		0.00000000E+000	
3.10285568E+000		-1.13981316E+002		0.00000000E+000	
3.10287476E+000		-1.14401665E+002		0.00000000E+000	
3.10289407E+000		-1.15673378E+002		0.00000000E+000	
3.10291314E+000		-1.11443771E+002		0.00000000E+000	
3.10293245E+000		-1.11566841E+002		0.00000000E+000	
3.10295153E+000		-1.11077583E+002		0.00000000E+000	
3.10297084E+000		-1.11518089E+002		0.00000000E+000	
3.10299015E+000		-1.10875153E+002		0.00000000E+000	
3.10300922E+000		-1.11134483E+002		0.00000000E+000	
3.10302854E+000		-1.10712021E+002		0.00000000E+000	
3.10304761E+000		-1.10251610E+002		0.00000000E+000	
3.10306692E+000		-1.10491226E+002		0.00000000E+000	
3.10308599E+000		-1.10484207E+002		0.00000000E+000	
3.10310531E+000		-1.12756149E+002		0.00000000E+000	
3.10312462E+000		-1.11266777E+002		0.00000000E+000	
3.10314369E+000		-1.12141052E+002		0.00000000E+000	
3.10316300E+000		-1.11528748E+002		0.00000000E+000	
3.10318208E+000		-1.12496956E+002		0.00000000E+000	
3.10320139E+000		-1.12907150E+002		0.00000000E+000	
3.10322046E+000		-1.15946266E+002		0.00000000E+000	
3.10323977E+000		-1.13786095E+002		0.00000000E+000	
3.10325885E+000		-1.10766861E+002		0.00000000E+000	
3.10327816E+000		-1.10622009E+002		0.00000000E+000	
3.10329747E+000		-1.09689301E+002		0.00000000E+000	
3.10331655E+000		-1.09208252E+002		0.00000000E+000	
3.10333586E+000		-1.10015907E+002		0.00000000E+000	
3.10335493E+000		-1.10572266E+002		0.00000000E+000	
3.10337424E+000		-1.10727142E+002		0.00000000E+000	
3.10339332E+000		-1.10645073E+002		0.00000000E+000	
3.10341263E+000		-1.11665688E+002		0.00000000E+000	
3.10343194E+000		-1.10172874E+002		0.00000000E+000	
3.10345101E+000		-1.12037888E+002		0.00000000E+000	
3.10347033E+000		-1.11681839E+002		0.00000000E+000	
3.10348940E+000		-1.11970978E+002		0.00000000E+000	
3.10350871E+000		-1.11140884E+002		0.00000000E+000	
3.10352778E+000		-1.12375397E+002		0.00000000E+000	
3.10354710E+000		-1.12604660E+002		0.00000000E+000	
3.10356641E+000		-1.11357277E+002		0.00000000E+000	
3.10358548E+000		-1.11935539E+002		0.00000000E+000	
3.10360479E+000		-1.12640648E+002		0.00000000E+000	
3.10362387E+000		-1.10408928E+002		0.00000000E+000	
3.10364318E+000		-1.10245728E+002		0.00000000E+000	
3.10366225E+000		-1.11039520E+002		0.00000000E+000	
3.10368156E+000		-1.11010674E+002		0.00000000E+000	
3.10370088E+000		-1.10550018E+002		0.00000000E+000	
3.10371995E+000		-1.12326164E+002		0.00000000E+000	
3.10373926E+000		-1.12039673E+002		0.00000000E+000	
3.10375834E+000		-1.12212234E+002		0.00000000E+000	
3.10377765E+000		-1.12428116E+002		0.00000000E+000	
3.10379672E+000		-1.13449821E+002		0.00000000E+000	
3.10381603E+000		-1.14822784E+002		0.00000000E+000	
3.10383511E+000		-1.15875046E+002		0.00000000E+000	
3.10385442E+000		-1.12815132E+002		0.00000000E+000	
3.10387373E+000		-1.13433235E+002		0.00000000E+000	
3.10389280E+000		-1.12067017E+002		0.00000000E+000	
3.10391212E+000		-1.12099007E+002		0.00000000E+000	
3.10393119E+000		-1.09671265E+002		0.00000000E+000	
3.10395050E+000		-1.09510963E+002		0.00000000E+000	
3.10396957E+000		-1.08667618E+002		0.00000000E+000	
3.10398889E+000		-1.09015648E+002		0.00000000E+000	
3.10400820E+000		-1.07687874E+002		0.00000000E+000	
3.10402727E+000		-1.08184570E+002		0.00000000E+000	
3.10404658E+000		-1.08512497E+002		0.00000000E+000	
3.10406566E+000		-1.08153084E+002		0.00000000E+000	
3.10408497E+000		-1.05502869E+002		0.00000000E+000	
3.10410404E+000		-1.05973625E+002		0.00000000E+000	
3.10412335E+000		-1.06391487E+002		0.00000000E+000	
3.10414267E+000		-1.06063553E+002		0.00000000E+000	
3.10416174E+000		-1.06683533E+002		0.00000000E+000	
3.10418105E+000		-1.10896912E+002		0.00000000E+000	
3.10420012E+000		-1.10976776E+002		0.00000000E+000	
3.10421944E+000		-1.10917290E+002		0.00000000E+000	
3.10423851E+000		-1.13002945E+002		0.00000000E+000	
3.10425782E+000		-1.12256783E+002		0.00000000E+000	
3.10427713E+000		-1.11334152E+002		0.00000000E+000	
3.10429621E+000		-1.12513306E+002		0.00000000E+000	
3.10431552E+000		-1.11186386E+002		0.00000000E+000	
3.10433459E+000		-1.11012009E+002		0.00000000E+000	
3.10435390E+000		-1.09680336E+002		0.00000000E+000	
3.10437298E+000		-1.09948074E+002		0.00000000E+000	
3.10439229E+000		-1.09199677E+002		0.00000000E+000	
3.10441136E+000		-1.08839561E+002		0.00000000E+000	
3.10443068E+000		-1.09283562E+002		0.00000000E+000	
3.10444999E+000		-1.10989372E+002		0.00000000E+000	
3.10446906E+000		-1.10164307E+002		0.00000000E+000	
3.10448837E+000		-1.10892448E+002		0.00000000E+000	
3.10450745E+000		-1.13597336E+002		0.00000000E+000	
3.10452676E+000		-1.12566284E+002		0.00000000E+000	
3.10454583E+000		-1.10741638E+002		0.00000000E+000	
3.10456514E+000		-1.11805756E+002		0.00000000E+000	
3.10458446E+000		-1.11953209E+002		0.00000000E+000	
3.10460353E+000		-1.11682701E+002		0.00000000E+000	
3.10462284E+000		-1.11627258E+002		0.00000000E+000	
3.10464191E+000		-1.12475113E+002		0.00000000E+000	
3.10466123E+000		-1.10506325E+002		0.00000000E+000	
3.10468030E+000		-1.09450790E+002		0.00000000E+000	
3.10469961E+000		-1.09337662E+002		0.00000000E+000	
3.10471892E+000		-1.09654724E+002		0.00000000E+000	
3.10473800E+000		-1.10230774E+002		0.00000000E+000	
3.10475731E+000		-1.12485092E+002		0.00000000E+000	
3.10477638E+000		-1.14695740E+002		0.00000000E+000	
3.10479569E+000		-1.15813217E+002		0.00000000E+000	
3.10481477E+000		-1.13150978E+002		0.00000000E+000	
3.10483408E+000		-1.13666161E+002		0.00000000E+000	
3.10485339E+000		-1.12840073E+002		0.00000000E+000	
3.10487247E+000		-1.11780411E+002		0.00000000E+000	
3.10489178E+000		-1.10377724E+002		0.00000000E+000	
3.10491085E+000		-1.11037628E+002		0.00000000E+000	
3.10493016E+000		-1.11051414E+002		0.00000000E+000	
3.10494924E+000		-1.09904793E+002		0.00000000E+000	
3.10496855E+000		-1.09385765E+002		0.00000000E+000	
3.10498762E+000		-1.10340729E+002		0.00000000E+000	
3.10500693E+000		-1.11147507E+002		0.00000000E+000	
3.10502625E+000		-1.09010834E+002		0.00000000E+000	
3.10504532E+000		-1.09787987E+002		0.00000000E+000	
3.10506463E+000		-1.10404648E+002		0.00000000E+000	
3.10508370E+000		-1.09866806E+002		0.00000000E+000	
3.10510302E+000		-1.08907043E+002		0.00000000E+000	
3.10512209E+000		-1.10978355E+002		0.00000000E+000	
3.10514140E+000		-1.11636276E+002		0.00000000E+000	
3.10516071E+000		-1.09884979E+002		0.00000000E+000	
3.10517979E+000		-1.09985840E+002		0.00000000E+000	
3.10519910E+000		-1.10279228E+002		0.00000000E+000	
3.10521817E+000		-1.09691307E+002		0.00000000E+000	
3.10523748E+000		-1.09540634E+002		0.00000000E+000	
3.10525656E+000		-1.12093109E+002		0.00000000E+000	
3.10527587E+000		-1.10889526E+002		0.00000000E+000	
3.10529518E+000		-1.11553513E+002		0.00000000E+000	
3.10531425E+000		-1.08272537E+002		0.00000000E+000	
3.10533357E+000		-1.07870468E+002		0.00000000E+000	
3.10535264E+000		-1.07769043E+002		0.00000000E+000	
3.10537195E+000		-1.08166748E+002		0.00000000E+000	
3.10539103E+000		-1.08228806E+002		0.00000000E+000	
3.10541034E+000		-1.11078522E+002		0.00000000E+000	
3.10542941E+000		-1.12214851E+002		0.00000000E+000	
3.10544872E+000		-1.11071007E+002		0.00000000E+000	
3.10546803E+000		-1.10949265E+002		0.00000000E+000	
3.10548711E+000		-1.09686852E+002		0.00000000E+000	
3.10550642E+000		-1.09306679E+002		0.00000000E+000	
3.10552549E+000		-1.08857544E+002		0.00000000E+000	
3.10554481E+000		-1.08896561E+002		0.00000000E+000	
3.10556388E+000		-1.08069016E+002		0.00000000E+000	
3.10558319E+000		-1.08839340E+002		0.00000000E+000	
3.10560250E+000		-1.09564438E+002		0.00000000E+000	
3.10562158E+000		-1.09703476E+002		0.00000000E+000	
3.10564089E+000		-1.10727837E+002		0.00000000E+000	
3.10565996E+000		-1.13237335E+002		0.00000000E+000	
3.10567927E+000		-1.12336319E+002		0.00000000E+000	
3.10569835E+000		-1.11411346E+002		0.00000000E+000	
3.10571766E+000		-1.11097626E+002		0.00000000E+000	
3.10573697E+000		-1.10025604E+002		0.00000000E+000	
3.10575604E+000		-1.10502701E+002		0.00000000E+000	
3.10577536E+000		-1.10669174E+002		0.00000000E+000	
3.10579443E+000		-1.10848984E+002		0.00000000E+000	
3.10581374E+000		-1.10860825E+002		0.00000000E+000	
3.10583282E+000		-1.11576508E+002		0.00000000E+000	
3.10585213E+000		-1.10479546E+002		0.00000000E+000	
3.10587144E+000		-1.09017715E+002		0.00000000E+000	
3.10589051E+000		-1.09015839E+002		0.00000000E+000	
3.10590982E+000		-1.09231827E+002		0.00000000E+000	
3.10592890E+000		-1.09501587E+002		0.00000000E+000	
3.10594821E+000		-1.09173820E+002		0.00000000E+000	
3.10596728E+000		-1.10043724E+002		0.00000000E+000	
3.10598660E+000		-1.10703827E+002		0.00000000E+000	
3.10600567E+000		-1.11001144E+002		0.00000000E+000	
3.10602498E+000		-1.09718254E+002		0.00000000E+000	
3.10604429E+000		-1.09543877E+002		0.00000000E+000	
3.10606337E+000		-1.10728752E+002		0.00000000E+000	
3.10608268E+000		-1.09710770E+002		0.00000000E+000	
3.10610175E+000		-1.09939079E+002		0.00000000E+000	
3.10612106E+000		-1.11019363E+002		0.00000000E+000	
3.10614014E+000		-1.12786087E+002		0.00000000E+000	
3.10615945E+000		-1.11361252E+002		0.00000000E+000	
3.10617876E+000		-1.12067795E+002		0.00000000E+000	
3.10619783E+000		-1.12097351E+002		0.00000000E+000	
3.10621715E+000		-1.12015236E+002		0.00000000E+000	
3.10623622E+000		-1.11471008E+002		0.00000000E+000	
3.10625553E+000		-1.12496101E+002		0.00000000E+000	
3.10627460E+000		-1.14163506E+002		0.00000000E+000	
3.10629392E+000		-1.13338226E+002		0.00000000E+000	
3.10631323E+000		-1.13826332E+002		0.00000000E+000	
3.10633230E+000		-1.14474022E+002		0.00000000E+000	
3.10635161E+000		-1.12431183E+002		0.00000000E+000	
3.10637069E+000		-1.11153702E+002		0.00000000E+000	
3.10639000E+000		-1.10280182E+002		0.00000000E+000	
3.10640907E+000		-1.09559715E+002		0.00000000E+000	
3.10642838E+000		-1.08584229E+002		0.00000000E+000	
3.10644770E+000		-1.09570244E+002		0.00000000E+000	
3.10646677E+000		-1.10257019E+002		0.00000000E+000	
3.10648608E+000		-1.10480118E+002		0.00000000E+000	
3.10650516E+000		-1.11346878E+002		0.00000000E+000	
3.10652447E+000		-1.13312744E+002		0.00000000E+000	
3.10654354E+000		-1.13297119E+002		0.00000000E+000	
3.10656285E+000		-1.09913177E+002		0.00000000E+000	
3.10658193E+000		-1.10716797E+002		0.00000000E+000	
3.10660124E+000		-1.08778908E+002		0.00000000E+000	
3.10662055E+000		-1.09097527E+002		0.00000000E+000	
3.10663962E+000		-1.09110718E+002		0.00000000E+000	
3.10665894E+000		-1.11690407E+002		0.00000000E+000	
3.10667801E+000		-1.09924614E+002		0.00000000E+000	
3.10669732E+000		-1.11455040E+002		0.00000000E+000	
3.10671639E+000		-1.09871284E+002		0.00000000E+000	
3.10673571E+000		-1.08625443E+002		0.00000000E+000	
3.10675502E+000		-1.08698380E+002		0.00000000E+000	
3.10677409E+000		-1.07715637E+002		0.00000000E+000	
3.10679340E+000		-1.08263664E+002		0.00000000E+000	
3.10681248E+000		-1.09053261E+002		0.00000000E+000	
3.10683179E+000		-1.10327751E+002		0.00000000E+000	
3.10685086E+000		-1.09718796E+002		0.00000000E+000	
3.10687017E+000		-1.13863556E+002		0.00000000E+000	
3.10688949E+000		-1.11077988E+002		0.00000000E+000	
3.10690856E+000		-1.10935806E+002		0.00000000E+000	
3.10692787E+000		-1.09548271E+002		0.00000000E+000	
3.10694695E+000		-1.10182426E+002		0.00000000E+000	
3.10696626E+000		-1.08572014E+002		0.00000000E+000	
3.10698533E+000		-1.10006065E+002		0.00000000E+000	
3.10700464E+000		-1.08256912E+002		0.00000000E+000	
3.10702395E+000		-1.08539612E+002		0.00000000E+000	
3.10704303E+000		-1.07714569E+002		0.00000000E+000	
3.10706234E+000		-1.09129944E+002		0.00000000E+000	
3.10708141E+000		-1.08291641E+002		0.00000000E+000	
3.10710073E+000		-1.09728561E+002		0.00000000E+000	
3.10711980E+000		-1.10593216E+002		0.00000000E+000	
3.10713911E+000		-1.09756027E+002		0.00000000E+000	
3.10715818E+000		-1.08869820E+002		0.00000000E+000	
3.10717750E+000		-1.09308060E+002		0.00000000E+000	
3.10719681E+000		-1.09815155E+002		0.00000000E+000	
3.10721588E+000		-1.09850502E+002		0.00000000E+000	
3.10723519E+000		-1.11209068E+002		0.00000000E+000	
3.10725427E+000		-1.12226242E+002		0.00000000E+000	
3.10727358E+000		-1.12377403E+002		0.00000000E+000	
3.10729265E+000		-1.12518021E+002		0.00000000E+000	
3.10731196E+000		-1.09867798E+002		0.00000000E+000	
3.10733128E+000		-1.10731583E+002		0.00000000E+000	
3.10735035E+000		-1.09858025E+002		0.00000000E+000	
3.10736966E+000		-1.09816658E+002		0.00000000E+000	
3.10738873E+000		-1.09631775E+002		0.00000000E+000	
3.10740805E+000		-1.11898415E+002		0.00000000E+000	
3.10742712E+000		-1.10552635E+002		0.00000000E+000	
3.10744643E+000		-1.12268143E+002		0.00000000E+000	
3.10746574E+000		-1.10946564E+002		0.00000000E+000	
3.10748482E+000		-1.09405022E+002		0.00000000E+000	
3.10750413E+000		-1.09378746E+002		0.00000000E+000	
3.10752320E+000		-1.09191658E+002		0.00000000E+000	
3.10754251E+000		-1.08939285E+002		0.00000000E+000	
3.10756159E+000		-1.10163544E+002		0.00000000E+000	
3.10758090E+000		-1.12214447E+002		0.00000000E+000	
3.10760021E+000		-1.12564003E+002		0.00000000E+000	
3.10761929E+000		-1.14027924E+002		0.00000000E+000	
3.10763860E+000		-1.14944733E+002		0.00000000E+000	
3.10765767E+000		-1.15016327E+002		0.00000000E+000	
3.10767698E+000		-1.14055626E+002		0.00000000E+000	
3.10769606E+000		-1.14381172E+002		0.00000000E+000	
3.10771537E+000		-1.14914597E+002		0.00000000E+000	
3.10773444E+000		-1.10998535E+002		0.00000000E+000	
3.10775375E+000		-1.10228355E+002		0.00000000E+000	
3.10777307E+000		-1.10886269E+002		0.00000000E+000	
3.10779214E+000		-1.09671860E+002		0.00000000E+000	
3.10781145E+000		-1.09411285E+002		0.00000000E+000	
3.10783052E+000		-1.11274101E+002		0.00000000E+000	
3.10784984E+000		-1.09023911E+002		0.00000000E+000	
3.10786891E+000		-1.08213570E+002		0.00000000E+000	
3.10788822E+000		-1.08895905E+002		0.00000000E+000	
3.10790753E+000		-1.09298584E+002		0.00000000E+000	
3.10792661E+000		-1.09135788E+002		0.00000000E+000	
3.10794592E+000		-1.10205841E+002		0.00000000E+000	
3.10796499E+000		-1.11293457E+002		0.00000000E+000	
3.10798430E+000		-1.10068214E+002		0.00000000E+000	
3.10800338E+000		-1.10025551E+002		0.00000000E+000	
3.10802269E+000		-1.10399933E+002		0.00000000E+000	
3.10804200E+000		-1.11536293E+002		0.00000000E+000	
3.10806108E+000		-1.11798317E+002		0.00000000E+000	
3.10808039E+000		-1.12666336E+002		0.00000000E+000	
3.10809946E+000		-1.12067169E+002		0.00000000E+000	
3.10811877E+000		-1.11700325E+002		0.00000000E+000	
3.10813785E+000		-1.12583244E+002		0.00000000E+000	
3.10815716E+000		-1.11640976E+002		0.00000000E+000	
3.10817647E+000		-1.11055786E+002		0.00000000E+000	
3.10819554E+000		-1.11722916E+002		0.00000000E+000	
3.10821486E+000		-1.11650284E+002		0.00000000E+000	
3.10823393E+000		-1.10976219E+002		0.00000000E+000	
3.10825324E+000		-1.08994949E+002		0.00000000E+000	
3.10827231E+000		-1.08753769E+002		0.00000000E+000	
3.10829163E+000		-1.08658096E+002		0.00000000E+000	
3.10831070E+000		-1.08974838E+002		0.00000000E+000	
3.10833001E+000		-1.09056335E+002		0.00000000E+000	
3.10834932E+000		-1.11790497E+002		0.00000000E+000	
3.10836840E+000		-1.13955200E+002		0.00000000E+000	
3.10838771E+000		-1.13657295E+002		0.00000000E+000	
3.10840678E+000		-1.12363297E+002		0.00000000E+000	
3.10842609E+000		-1.13549622E+002		0.00000000E+000	
3.10844517E+000		-1.13570969E+002		0.00000000E+000	
3.10846448E+000		-1.13234238E+002		0.00000000E+000	
3.10848379E+000		-1.12838684E+002		0.00000000E+000	
3.10850286E+000		-1.12637718E+002		0.00000000E+000	
3.10852218E+000		-1.09924072E+002		0.00000000E+000	
3.10854125E+000		-1.09237175E+002		0.00000000E+000	
3.10856056E+000		-1.09656837E+002		0.00000000E+000	
3.10857964E+000		-1.09747665E+002		0.00000000E+000	
3.10859895E+000		-1.10515823E+002		0.00000000E+000	
3.10861826E+000		-1.13253777E+002		0.00000000E+000	
3.10863733E+000		-1.14379395E+002		0.00000000E+000	
3.10865664E+000		-1.11143097E+002		0.00000000E+000	
3.10867572E+000		-1.10788422E+002		0.00000000E+000	
3.10869503E+000		-1.10500114E+002		0.00000000E+000	
3.10871410E+000		-1.10153435E+002		0.00000000E+000	
3.10873342E+000		-1.10351570E+002		0.00000000E+000	
3.10875273E+000		-1.11370506E+002		0.00000000E+000	
3.10877180E+000		-1.12386902E+002		0.00000000E+000	
3.10879111E+000		-1.11923561E+002		0.00000000E+000	
3.10881019E+000		-1.12817215E+002		0.00000000E+000	
3.10882950E+000		-1.12527222E+002		0.00000000E+000	
3.10884857E+000		-1.14249405E+002		0.00000000E+000	
3.10886788E+000		-1.13539040E+002		0.00000000E+000	
3.10888696E+000		-1.12871964E+002		0.00000000E+000	
3.10890627E+000		-1.10810730E+002		0.00000000E+000	
3.10892558E+000		-1.10465355E+002		0.00000000E+000	
3.10894465E+000		-1.09933792E+002		0.00000000E+000	
3.10896397E+000		-1.09173386E+002		0.00000000E+000	
3.10898304E+000		-1.09774559E+002		0.00000000E+000	
3.10900235E+000		-1.11015663E+002		0.00000000E+000	
3.10902143E+000		-1.10298935E+002		0.00000000E+000	
3.10904074E+000		-1.10294907E+002		0.00000000E+000	
3.10906005E+000		-1.11593964E+002		0.00000000E+000	
3.10907912E+000		-1.11871727E+002		0.00000000E+000	
3.10909843E+000		-1.12338196E+002		0.00000000E+000	
3.10911751E+000		-1.12960541E+002		0.00000000E+000	
3.10913682E+000		-1.13281570E+002		0.00000000E+000	
3.10915589E+000		-1.12237808E+002		0.00000000E+000	
3.10917521E+000		-1.10299454E+002		0.00000000E+000	
3.10919452E+000		-1.10273010E+002		0.00000000E+000	
3.10921359E+000		-1.10433823E+002		0.00000000E+000	
3.10923290E+000		-1.10372963E+002		0.00000000E+000	
3.10925198E+000		-1.10641975E+002		0.00000000E+000	
3.10927129E+000		-1.10320313E+002		0.00000000E+000	
3.10929036E+000		-1.07990143E+002		0.00000000E+000	
3.10930967E+000		-1.08428383E+002		0.00000000E+000	
3.10932875E+000		-1.08778610E+002		0.00000000E+000	
3.10934806E+000		-1.08755867E+002		0.00000000E+000	
3.10936737E+000		-1.09171143E+002		0.00000000E+000	
3.10938644E+000		-1.10927307E+002		0.00000000E+000	
3.10940576E+000		-1.11096939E+002		0.00000000E+000	
3.10942483E+000		-1.11105461E+002		0.00000000E+000	
3.10944414E+000		-1.10572586E+002		0.00000000E+000	
3.10946321E+000		-1.09259331E+002		0.00000000E+000	
3.10948253E+000		-1.09247787E+002		0.00000000E+000	
3.10950184E+000		-1.09061447E+002		0.00000000E+000	
3.10952091E+000		-1.07695000E+002		0.00000000E+000	
3.10954022E+000		-1.07641594E+002		0.00000000E+000	
3.10955930E+000		-1.08504440E+002		0.00000000E+000	
3.10957861E+000		-1.09295967E+002		0.00000000E+000	
3.10959768E+000		-1.08359390E+002		0.00000000E+000	
3.10961699E+000		-1.09501251E+002		0.00000000E+000	
3.10963631E+000		-1.10287407E+002		0.00000000E+000	
3.10965538E+000		-1.11078323E+002		0.00000000E+000	
3.10967469E+000		-1.11292160E+002		0.00000000E+000	
3.10969377E+000		-1.13590790E+002		0.00000000E+000	
3.10971308E+000		-1.13692764E+002		0.00000000E+000	
3.10973215E+000		-1.13632614E+002		0.00000000E+000	
3.10975146E+000		-1.13740761E+002		0.00000000E+000	
3.10977077E+000		-1.12802048E+002		0.00000000E+000	
3.10978985E+000		-1.12151169E+002		0.00000000E+000	
3.10980916E+000		-1.13181122E+002		0.00000000E+000	
3.10982823E+000		-1.13228180E+002		0.00000000E+000	
3.10984755E+000		-1.10990562E+002		0.00000000E+000	
3.10986662E+000		-1.11369087E+002		0.00000000E+000	
3.10988593E+000		-1.11794044E+002		0.00000000E+000	
3.10990500E+000		-1.10574600E+002		0.00000000E+000	
3.10992432E+000		-1.09604759E+002		0.00000000E+000	
3.10994363E+000		-1.10601692E+002		0.00000000E+000	
