Acquired on 3/23/2026 at 20:46:34
Calibrated on 2/21/2023 at 03:14:48
Device Descriptor:  [none]
Scan Range (nm):  1545.445  --  1588.034
Measurement Type:  Reflection
Group Index:  1.500
Gain:  24 dB
Domain:  Time
Spatial Resolution (mm):  0.100209
Frequency domain window was not applied to measurement data.
Gage length:  1.000766 cm
Sensor spacing:  0.099884 cm
Number of Data Points (in this file):  41648
NOTE: Data stored in this file is not decimated.

Length (m)	Length (m)	Amplitude (dB/mm)	Spectral Shift (GHz)	Spectral Shift Quality	
3.19496059E+000		-1.08291862E+002		0.00000000E+000	
3.19497991E+000		-1.08804947E+002		0.00000000E+000	
3.19499898E+000		-1.08010162E+002		0.00000000E+000	
3.19501829E+000		-1.08923645E+002		0.00000000E+000	
3.19503736E+000		-1.08255310E+002		0.00000000E+000	
3.19505668E+000		-1.09833839E+002		0.00000000E+000	
3.19507575E+000		-1.05960281E+002		0.00000000E+000	
3.19509506E+000		-1.05776642E+002		0.00000000E+000	
3.19511414E+000		-1.04576889E+002		0.00000000E+000	
3.19513345E+000		-1.03511932E+002		0.00000000E+000	
3.19515276E+000		-1.02801041E+002		0.00000000E+000	
3.19517183E+000		-1.03980553E+002		0.00000000E+000	
3.19519114E+000		-1.04420204E+002		0.00000000E+000	
3.19521022E+000		-1.04997368E+002		0.00000000E+000	
3.19522953E+000		-1.06508881E+002		0.00000000E+000	
3.19524860E+000		-1.08012711E+002		0.00000000E+000	
3.19526792E+000		-1.09188766E+002		0.00000000E+000	
3.19528723E+000		-1.08207001E+002		0.00000000E+000	
3.19530630E+000		-1.08756363E+002		0.00000000E+000	
3.19532561E+000		-1.08582123E+002		0.00000000E+000	
3.19534469E+000		-1.08705360E+002		0.00000000E+000	
3.19536400E+000		-1.07242950E+002		0.00000000E+000	
3.19538307E+000		-1.07495308E+002		0.00000000E+000	
3.19540238E+000		-1.07631989E+002		0.00000000E+000	
3.19542170E+000		-1.08446747E+002		0.00000000E+000	
3.19544077E+000		-1.07593735E+002		0.00000000E+000	
3.19546008E+000		-1.06841240E+002		0.00000000E+000	
3.19547915E+000		-1.07450974E+002		0.00000000E+000	
3.19549847E+000		-1.06158760E+002		0.00000000E+000	
3.19551754E+000		-1.05245430E+002		0.00000000E+000	
3.19553685E+000		-1.05243164E+002		0.00000000E+000	
3.19555616E+000		-1.05216721E+002		0.00000000E+000	
3.19557524E+000		-1.04518921E+002		0.00000000E+000	
3.19559455E+000		-1.05498749E+002		0.00000000E+000	
3.19561362E+000		-1.04075729E+002		0.00000000E+000	
3.19563293E+000		-1.04116669E+002		0.00000000E+000	
3.19565201E+000		-1.04459457E+002		0.00000000E+000	
3.19567132E+000		-1.04908798E+002		0.00000000E+000	
3.19569039E+000		-1.04623711E+002		0.00000000E+000	
3.19570971E+000		-1.06227402E+002		0.00000000E+000	
3.19572902E+000		-1.06623833E+002		0.00000000E+000	
3.19574809E+000		-1.06709328E+002		0.00000000E+000	
3.19576740E+000		-1.06993790E+002		0.00000000E+000	
3.19578648E+000		-1.07008018E+002		0.00000000E+000	
3.19580579E+000		-1.08326340E+002		0.00000000E+000	
3.19582486E+000		-1.06410072E+002		0.00000000E+000	
3.19584417E+000		-1.06567368E+002		0.00000000E+000	
3.19586349E+000		-1.05078857E+002		0.00000000E+000	
3.19588256E+000		-1.05511177E+002		0.00000000E+000	
3.19590187E+000		-1.05169128E+002		0.00000000E+000	
3.19592094E+000		-1.05606171E+002		0.00000000E+000	
3.19594026E+000		-1.06383278E+002		0.00000000E+000	
3.19595933E+000		-1.07391006E+002		0.00000000E+000	
3.19597864E+000		-1.06766174E+002		0.00000000E+000	
3.19599795E+000		-1.07435059E+002		0.00000000E+000	
3.19601703E+000		-1.05479385E+002		0.00000000E+000	
3.19603634E+000		-1.04372055E+002		0.00000000E+000	
3.19605541E+000		-1.04785706E+002		0.00000000E+000	
3.19607472E+000		-1.04377579E+002		0.00000000E+000	
3.19609380E+000		-1.03923882E+002		0.00000000E+000	
3.19611311E+000		-1.03843109E+002		0.00000000E+000	
3.19613242E+000		-1.04889214E+002		0.00000000E+000	
3.19615149E+000		-1.05247360E+002		0.00000000E+000	
3.19617081E+000		-1.03865776E+002		0.00000000E+000	
3.19618988E+000		-1.04090691E+002		0.00000000E+000	
3.19620919E+000		-1.06370605E+002		0.00000000E+000	
3.19622827E+000		-1.06248055E+002		0.00000000E+000	
3.19624758E+000		-1.05899345E+002		0.00000000E+000	
3.19626665E+000		-1.07847122E+002		0.00000000E+000	
3.19628596E+000		-1.07992409E+002		0.00000000E+000	
3.19630527E+000		-1.07922867E+002		0.00000000E+000	
3.19632435E+000		-1.08151886E+002		0.00000000E+000	
3.19634366E+000		-1.08208916E+002		0.00000000E+000	
3.19636273E+000		-1.07273727E+002		0.00000000E+000	
3.19638205E+000		-1.06841469E+002		0.00000000E+000	
3.19640112E+000		-1.07372498E+002		0.00000000E+000	
3.19642043E+000		-1.05851990E+002		0.00000000E+000	
3.19643974E+000		-1.05357124E+002		0.00000000E+000	
3.19645882E+000		-1.06692116E+002		0.00000000E+000	
3.19647813E+000		-1.06978958E+002		0.00000000E+000	
3.19649720E+000		-1.05985497E+002		0.00000000E+000	
3.19651651E+000		-1.07115601E+002		0.00000000E+000	
3.19653559E+000		-1.08016342E+002		0.00000000E+000	
3.19655490E+000		-1.08027847E+002		0.00000000E+000	
3.19657421E+000		-1.08746002E+002		0.00000000E+000	
3.19659328E+000		-1.10229599E+002		0.00000000E+000	
3.19661260E+000		-1.10523743E+002		0.00000000E+000	
3.19663167E+000		-1.09344391E+002		0.00000000E+000	
3.19665098E+000		-1.07051666E+002		0.00000000E+000	
3.19667006E+000		-1.06344826E+002		0.00000000E+000	
3.19668937E+000		-1.04190964E+002		0.00000000E+000	
3.19670868E+000		-1.04036873E+002		0.00000000E+000	
3.19672775E+000		-1.03919418E+002		0.00000000E+000	
3.19674706E+000		-1.04485550E+002		0.00000000E+000	
3.19676614E+000		-1.04876419E+002		0.00000000E+000	
3.19678545E+000		-1.07156342E+002		0.00000000E+000	
3.19680452E+000		-1.05188217E+002		0.00000000E+000	
3.19682384E+000		-1.05710846E+002		0.00000000E+000	
3.19684291E+000		-1.05044907E+002		0.00000000E+000	
3.19686222E+000		-1.02985062E+002		0.00000000E+000	
3.19688153E+000		-1.02850227E+002		0.00000000E+000	
3.19690061E+000		-1.03632874E+002		0.00000000E+000	
3.19691992E+000		-1.03215866E+002		0.00000000E+000	
3.19693899E+000		-1.04249191E+002		0.00000000E+000	
3.19695830E+000		-1.07378418E+002		0.00000000E+000	
3.19697738E+000		-1.08026825E+002		0.00000000E+000	
3.19699669E+000		-1.09489220E+002		0.00000000E+000	
3.19701600E+000		-1.11349724E+002		0.00000000E+000	
3.19703507E+000		-1.09072838E+002		0.00000000E+000	
3.19705439E+000		-1.08187302E+002		0.00000000E+000	
3.19707346E+000		-1.04715683E+002		0.00000000E+000	
3.19709277E+000		-1.04805344E+002		0.00000000E+000	
3.19711185E+000		-1.03986557E+002		0.00000000E+000	
3.19713116E+000		-1.03708435E+002		0.00000000E+000	
3.19715047E+000		-1.03938354E+002		0.00000000E+000	
3.19716954E+000		-1.06521423E+002		0.00000000E+000	
3.19718885E+000		-1.05870193E+002		0.00000000E+000	
3.19720793E+000		-1.07457397E+002		0.00000000E+000	
3.19722724E+000		-1.07169205E+002		0.00000000E+000	
3.19724631E+000		-1.06416885E+002		0.00000000E+000	
3.19726563E+000		-1.06864182E+002		0.00000000E+000	
3.19728494E+000		-1.06831520E+002		0.00000000E+000	
3.19730401E+000		-1.05718719E+002		0.00000000E+000	
3.19732332E+000		-1.06618080E+002		0.00000000E+000	
3.19734240E+000		-1.07485435E+002		0.00000000E+000	
3.19736171E+000		-1.07231232E+002		0.00000000E+000	
3.19738078E+000		-1.06616165E+002		0.00000000E+000	
3.19740009E+000		-1.08246445E+002		0.00000000E+000	
3.19741917E+000		-1.08744240E+002		0.00000000E+000	
3.19743848E+000		-1.07293121E+002		0.00000000E+000	
3.19745779E+000		-1.05066673E+002		0.00000000E+000	
3.19747686E+000		-1.05581024E+002		0.00000000E+000	
3.19749618E+000		-1.03620537E+002		0.00000000E+000	
3.19751525E+000		-1.03794441E+002		0.00000000E+000	
3.19753456E+000		-1.04011230E+002		0.00000000E+000	
3.19755363E+000		-1.05261803E+002		0.00000000E+000	
3.19757295E+000		-1.05069656E+002		0.00000000E+000	
3.19759226E+000		-1.07939980E+002		0.00000000E+000	
3.19761133E+000		-1.08107407E+002		0.00000000E+000	
3.19763064E+000		-1.06891853E+002		0.00000000E+000	
3.19764972E+000		-1.05274231E+002		0.00000000E+000	
3.19766903E+000		-1.05541855E+002		0.00000000E+000	
3.19768810E+000		-1.05555969E+002		0.00000000E+000	
3.19770741E+000		-1.05658997E+002		0.00000000E+000	
3.19772673E+000		-1.07180099E+002		0.00000000E+000	
3.19774580E+000		-1.10409096E+002		0.00000000E+000	
3.19776511E+000		-1.10074280E+002		0.00000000E+000	
3.19778419E+000		-1.09672638E+002		0.00000000E+000	
3.19780350E+000		-1.08044708E+002		0.00000000E+000	
3.19782257E+000		-1.06968689E+002		0.00000000E+000	
3.19784188E+000		-1.05594978E+002		0.00000000E+000	
3.19786119E+000		-1.05976410E+002		0.00000000E+000	
3.19788027E+000		-1.06003960E+002		0.00000000E+000	
3.19789958E+000		-1.06039978E+002		0.00000000E+000	
3.19791865E+000		-1.05591728E+002		0.00000000E+000	
3.19793797E+000		-1.06953339E+002		0.00000000E+000	
3.19795704E+000		-1.07099564E+002		0.00000000E+000	
3.19797635E+000		-1.06204544E+002		0.00000000E+000	
3.19799542E+000		-1.05390862E+002		0.00000000E+000	
3.19801474E+000		-1.05960503E+002		0.00000000E+000	
3.19803405E+000		-1.06065002E+002		0.00000000E+000	
3.19805312E+000		-1.06170319E+002		0.00000000E+000	
3.19807243E+000		-1.06560097E+002		0.00000000E+000	
3.19809151E+000		-1.06188499E+002		0.00000000E+000	
3.19811082E+000		-1.06660690E+002		0.00000000E+000	
3.19812989E+000		-1.05181534E+002		0.00000000E+000	
3.19814920E+000		-1.05145615E+002		0.00000000E+000	
3.19816852E+000		-1.04719322E+002		0.00000000E+000	
3.19818759E+000		-1.05805046E+002		0.00000000E+000	
3.19820690E+000		-1.05189606E+002		0.00000000E+000	
3.19822598E+000		-1.05986488E+002		0.00000000E+000	
3.19824529E+000		-1.04498413E+002		0.00000000E+000	
3.19826436E+000		-1.05311127E+002		0.00000000E+000	
3.19828367E+000		-1.05407524E+002		0.00000000E+000	
3.19830298E+000		-1.06287918E+002		0.00000000E+000	
3.19832206E+000		-1.06936676E+002		0.00000000E+000	
3.19834137E+000		-1.06872040E+002		0.00000000E+000	
3.19836044E+000		-1.06983871E+002		0.00000000E+000	
3.19837976E+000		-1.07644211E+002		0.00000000E+000	
3.19839883E+000		-1.05701439E+002		0.00000000E+000	
3.19841814E+000		-1.04330261E+002		0.00000000E+000	
3.19843745E+000		-1.05681900E+002		0.00000000E+000	
3.19845653E+000		-1.05067368E+002		0.00000000E+000	
3.19847584E+000		-1.04639130E+002		0.00000000E+000	
3.19849491E+000		-1.06158897E+002		0.00000000E+000	
3.19851422E+000		-1.08480156E+002		0.00000000E+000	
3.19853330E+000		-1.08799637E+002		0.00000000E+000	
3.19855261E+000		-1.10617615E+002		0.00000000E+000	
3.19857168E+000		-1.13117592E+002		0.00000000E+000	
3.19859099E+000		-1.07206924E+002		0.00000000E+000	
3.19861031E+000		-1.06182716E+002		0.00000000E+000	
3.19862938E+000		-1.04696388E+002		0.00000000E+000	
3.19864869E+000		-1.04584625E+002		0.00000000E+000	
3.19866776E+000		-1.03721733E+002		0.00000000E+000	
3.19868708E+000		-1.04958221E+002		0.00000000E+000	
3.19870615E+000		-1.06154160E+002		0.00000000E+000	
3.19872546E+000		-1.08210663E+002		0.00000000E+000	
3.19874477E+000		-1.06167206E+002		0.00000000E+000	
3.19876385E+000		-1.07658119E+002		0.00000000E+000	
3.19878316E+000		-1.08575378E+002		0.00000000E+000	
3.19880223E+000		-1.08503983E+002		0.00000000E+000	
3.19882154E+000		-1.05040276E+002		0.00000000E+000	
3.19884062E+000		-1.05250771E+002		0.00000000E+000	
3.19885993E+000		-1.03692459E+002		0.00000000E+000	
3.19887924E+000		-1.03116760E+002		0.00000000E+000	
3.19889832E+000		-1.01721275E+002		0.00000000E+000	
3.19891763E+000		-1.02425858E+002		0.00000000E+000	
3.19893670E+000		-1.03086441E+002		0.00000000E+000	
3.19895601E+000		-1.04214218E+002		0.00000000E+000	
3.19897509E+000		-1.04213226E+002		0.00000000E+000	
3.19899440E+000		-1.05938400E+002		0.00000000E+000	
3.19901347E+000		-1.06616753E+002		0.00000000E+000	
3.19903278E+000		-1.05693245E+002		0.00000000E+000	
3.19905210E+000		-1.05653763E+002		0.00000000E+000	
3.19907117E+000		-1.06293289E+002		0.00000000E+000	
3.19909048E+000		-1.05343567E+002		0.00000000E+000	
3.19910955E+000		-1.05987244E+002		0.00000000E+000	
3.19912887E+000		-1.06001236E+002		0.00000000E+000	
3.19914794E+000		-1.05520630E+002		0.00000000E+000	
3.19916725E+000		-1.04834862E+002		0.00000000E+000	
3.19918656E+000		-1.06594582E+002		0.00000000E+000	
3.19920564E+000		-1.06596901E+002		0.00000000E+000	
3.19922495E+000		-1.07221291E+002		0.00000000E+000	
3.19924402E+000		-1.08733902E+002		0.00000000E+000	
3.19926333E+000		-1.10522003E+002		0.00000000E+000	
3.19928241E+000		-1.09180130E+002		0.00000000E+000	
3.19930172E+000		-1.08461769E+002		0.00000000E+000	
3.19932103E+000		-1.08408394E+002		0.00000000E+000	
3.19934011E+000		-1.06229240E+002		0.00000000E+000	
3.19935942E+000		-1.05057816E+002		0.00000000E+000	
3.19937849E+000		-1.05590149E+002		0.00000000E+000	
3.19939780E+000		-1.05901428E+002		0.00000000E+000	
3.19941688E+000		-1.06088173E+002		0.00000000E+000	
3.19943619E+000		-1.05177063E+002		0.00000000E+000	
3.19945550E+000		-1.06197418E+002		0.00000000E+000	
3.19947457E+000		-1.06228470E+002		0.00000000E+000	
3.19949389E+000		-1.06244431E+002		0.00000000E+000	
3.19951296E+000		-1.06124619E+002		0.00000000E+000	
3.19953227E+000		-1.07755699E+002		0.00000000E+000	
3.19955134E+000		-1.07599449E+002		0.00000000E+000	
3.19957066E+000		-1.07386978E+002		0.00000000E+000	
3.19958973E+000		-1.06317993E+002		0.00000000E+000	
3.19960904E+000		-1.05862686E+002		0.00000000E+000	
3.19962835E+000		-1.05393539E+002		0.00000000E+000	
3.19964743E+000		-1.04816406E+002		0.00000000E+000	
3.19966674E+000		-1.04985802E+002		0.00000000E+000	
3.19968581E+000		-1.04996780E+002		0.00000000E+000	
3.19970512E+000		-1.04424591E+002		0.00000000E+000	
3.19972420E+000		-1.05657768E+002		0.00000000E+000	
3.19974351E+000		-1.06289070E+002		0.00000000E+000	
3.19976282E+000		-1.05537766E+002		0.00000000E+000	
3.19978189E+000		-1.05892609E+002		0.00000000E+000	
3.19980121E+000		-1.07685783E+002		0.00000000E+000	
3.19982028E+000		-1.06648804E+002		0.00000000E+000	
3.19983959E+000		-1.07762993E+002		0.00000000E+000	
3.19985867E+000		-1.09195419E+002		0.00000000E+000	
3.19987798E+000		-1.10259338E+002		0.00000000E+000	
3.19989729E+000		-1.09442108E+002		0.00000000E+000	
3.19991636E+000		-1.06821030E+002		0.00000000E+000	
3.19993567E+000		-1.06631989E+002		0.00000000E+000	
3.19995475E+000		-1.06654900E+002		0.00000000E+000	
3.19997406E+000		-1.06411888E+002		0.00000000E+000	
3.19999313E+000		-1.06005699E+002		0.00000000E+000	
3.20001245E+000		-1.09162254E+002		0.00000000E+000	
3.20003176E+000		-1.08986877E+002		0.00000000E+000	
3.20005083E+000		-1.08090965E+002		0.00000000E+000	
3.20007014E+000		-1.07140465E+002		0.00000000E+000	
3.20008922E+000		-1.08243645E+002		0.00000000E+000	
3.20010853E+000		-1.08161453E+002		0.00000000E+000	
3.20012760E+000		-1.06000488E+002		0.00000000E+000	
3.20014691E+000		-1.05254829E+002		0.00000000E+000	
3.20016599E+000		-1.05674149E+002		0.00000000E+000	
3.20018530E+000		-1.05825897E+002		0.00000000E+000	
3.20020461E+000		-1.05273735E+002		0.00000000E+000	
3.20022368E+000		-1.07260605E+002		0.00000000E+000	
3.20024300E+000		-1.08789200E+002		0.00000000E+000	
3.20026207E+000		-1.08966003E+002		0.00000000E+000	
3.20028138E+000		-1.05821602E+002		0.00000000E+000	
3.20030046E+000		-1.06304001E+002		0.00000000E+000	
3.20031977E+000		-1.05234688E+002		0.00000000E+000	
3.20033908E+000		-1.05219681E+002		0.00000000E+000	
3.20035815E+000		-1.05515320E+002		0.00000000E+000	
3.20037746E+000		-1.08275665E+002		0.00000000E+000	
3.20039654E+000		-1.07742393E+002		0.00000000E+000	
3.20041585E+000		-1.09343140E+002		0.00000000E+000	
3.20043492E+000		-1.09561089E+002		0.00000000E+000	
3.20045424E+000		-1.08840446E+002		0.00000000E+000	
3.20047355E+000		-1.08069366E+002		0.00000000E+000	
3.20049262E+000		-1.09819824E+002		0.00000000E+000	
3.20051193E+000		-1.09549454E+002		0.00000000E+000	
3.20053101E+000		-1.07995682E+002		0.00000000E+000	
3.20055032E+000		-1.07543800E+002		0.00000000E+000	
3.20056939E+000		-1.06245697E+002		0.00000000E+000	
3.20058870E+000		-1.05729073E+002		0.00000000E+000	
3.20060802E+000		-1.05664482E+002		0.00000000E+000	
3.20062709E+000		-1.06346313E+002		0.00000000E+000	
3.20064640E+000		-1.06968544E+002		0.00000000E+000	
3.20066547E+000		-1.08560776E+002		0.00000000E+000	
3.20068479E+000		-1.09765030E+002		0.00000000E+000	
3.20070386E+000		-1.08997284E+002		0.00000000E+000	
3.20072317E+000		-1.07786987E+002		0.00000000E+000	
3.20074224E+000		-1.05805557E+002		0.00000000E+000	
3.20076156E+000		-1.05502388E+002		0.00000000E+000	
3.20078087E+000		-1.04774185E+002		0.00000000E+000	
3.20079994E+000		-1.04505310E+002		0.00000000E+000	
3.20081925E+000		-1.04886787E+002		0.00000000E+000	
3.20083833E+000		-1.06477844E+002		0.00000000E+000	
3.20085764E+000		-1.05367973E+002		0.00000000E+000	
3.20087671E+000		-1.04649208E+002		0.00000000E+000	
3.20089602E+000		-1.05586319E+002		0.00000000E+000	
3.20091534E+000		-1.06124008E+002		0.00000000E+000	
3.20093441E+000		-1.05972778E+002		0.00000000E+000	
3.20095372E+000		-1.07508835E+002		0.00000000E+000	
3.20097280E+000		-1.08291435E+002		0.00000000E+000	
3.20099211E+000		-1.08418869E+002		0.00000000E+000	
3.20101118E+000		-1.07562065E+002		0.00000000E+000	
3.20103049E+000		-1.06561218E+002		0.00000000E+000	
3.20104980E+000		-1.06687767E+002		0.00000000E+000	
3.20106888E+000		-1.07475853E+002		0.00000000E+000	
3.20108819E+000		-1.06773651E+002		0.00000000E+000	
3.20110726E+000		-1.07179146E+002		0.00000000E+000	
3.20112658E+000		-1.07635345E+002		0.00000000E+000	
3.20114565E+000		-1.08313683E+002		0.00000000E+000	
3.20116496E+000		-1.07395897E+002		0.00000000E+000	
3.20118427E+000		-1.07075287E+002		0.00000000E+000	
3.20120335E+000		-1.05314751E+002		0.00000000E+000	
3.20122266E+000		-1.05911644E+002		0.00000000E+000	
3.20124173E+000		-1.05705460E+002		0.00000000E+000	
3.20126104E+000		-1.07234947E+002		0.00000000E+000	
3.20128012E+000		-1.08124054E+002		0.00000000E+000	
3.20129943E+000		-1.09281685E+002		0.00000000E+000	
3.20131850E+000		-1.06370209E+002		0.00000000E+000	
3.20133781E+000		-1.05586609E+002		0.00000000E+000	
3.20135713E+000		-1.04922867E+002		0.00000000E+000	
3.20137620E+000		-1.04109772E+002		0.00000000E+000	
3.20139551E+000		-1.04731995E+002		0.00000000E+000	
3.20141459E+000		-1.06371613E+002		0.00000000E+000	
3.20143390E+000		-1.06563225E+002		0.00000000E+000	
3.20145297E+000		-1.07523605E+002		0.00000000E+000	
3.20147228E+000		-1.10049370E+002		0.00000000E+000	
3.20149159E+000		-1.07829407E+002		0.00000000E+000	
3.20151067E+000		-1.06983803E+002		0.00000000E+000	
3.20152998E+000		-1.06427498E+002		0.00000000E+000	
3.20154905E+000		-1.06314018E+002		0.00000000E+000	
3.20156837E+000		-1.06009659E+002		0.00000000E+000	
3.20158744E+000		-1.07115997E+002		0.00000000E+000	
3.20160675E+000		-1.07495743E+002		0.00000000E+000	
3.20162606E+000		-1.09002151E+002		0.00000000E+000	
3.20164514E+000		-1.08312904E+002		0.00000000E+000	
3.20166445E+000		-1.08096634E+002		0.00000000E+000	
3.20168352E+000		-1.08878128E+002		0.00000000E+000	
3.20170283E+000		-1.05669815E+002		0.00000000E+000	
3.20172191E+000		-1.06073906E+002		0.00000000E+000	
3.20174122E+000		-1.05406006E+002		0.00000000E+000	
3.20176053E+000		-1.05072472E+002		0.00000000E+000	
3.20177960E+000		-1.04452431E+002		0.00000000E+000	
3.20179892E+000		-1.06458984E+002		0.00000000E+000	
3.20181799E+000		-1.06223923E+002		0.00000000E+000	
3.20183730E+000		-1.07570465E+002		0.00000000E+000	
3.20185637E+000		-1.08092392E+002		0.00000000E+000	
3.20187569E+000		-1.09002525E+002		0.00000000E+000	
3.20189476E+000		-1.07882278E+002		0.00000000E+000	
3.20191407E+000		-1.07660278E+002		0.00000000E+000	
3.20193338E+000		-1.07360870E+002		0.00000000E+000	
3.20195246E+000		-1.06912224E+002		0.00000000E+000	
3.20197177E+000		-1.06201553E+002		0.00000000E+000	
3.20199084E+000		-1.07652374E+002		0.00000000E+000	
3.20201015E+000		-1.08101059E+002		0.00000000E+000	
3.20202923E+000		-1.07560738E+002		0.00000000E+000	
3.20204854E+000		-1.08421310E+002		0.00000000E+000	
3.20206785E+000		-1.10315506E+002		0.00000000E+000	
3.20208693E+000		-1.10202744E+002		0.00000000E+000	
3.20210624E+000		-1.08777679E+002		0.00000000E+000	
3.20212531E+000		-1.07211441E+002		0.00000000E+000	
3.20214462E+000		-1.05387047E+002		0.00000000E+000	
3.20216370E+000		-1.04854240E+002		0.00000000E+000	
3.20218301E+000		-1.03925507E+002		0.00000000E+000	
3.20220232E+000		-1.03933746E+002		0.00000000E+000	
3.20222139E+000		-1.04782219E+002		0.00000000E+000	
3.20224071E+000		-1.05553406E+002		0.00000000E+000	
3.20225978E+000		-1.04527115E+002		0.00000000E+000	
3.20227909E+000		-1.05215057E+002		0.00000000E+000	
3.20229816E+000		-1.05398697E+002		0.00000000E+000	
3.20231748E+000		-1.05722504E+002		0.00000000E+000	
3.20233679E+000		-1.05813637E+002		0.00000000E+000	
3.20235586E+000		-1.07569954E+002		0.00000000E+000	
3.20237517E+000		-1.06810616E+002		0.00000000E+000	
3.20239425E+000		-1.06788071E+002		0.00000000E+000	
3.20241356E+000		-1.06669853E+002		0.00000000E+000	
3.20243263E+000		-1.06609154E+002		0.00000000E+000	
3.20245194E+000		-1.07056458E+002		0.00000000E+000	
3.20247102E+000		-1.07255295E+002		0.00000000E+000	
3.20249033E+000		-1.07040138E+002		0.00000000E+000	
3.20250964E+000		-1.06971237E+002		0.00000000E+000	
3.20252872E+000		-1.07796745E+002		0.00000000E+000	
3.20254803E+000		-1.08126389E+002		0.00000000E+000	
3.20256710E+000		-1.08541168E+002		0.00000000E+000	
3.20258641E+000		-1.09165436E+002		0.00000000E+000	
3.20260549E+000		-1.08974724E+002		0.00000000E+000	
3.20262480E+000		-1.07510666E+002		0.00000000E+000	
3.20264411E+000		-1.06496094E+002		0.00000000E+000	
3.20266318E+000		-1.06041794E+002		0.00000000E+000	
3.20268250E+000		-1.06353836E+002		0.00000000E+000	
3.20270157E+000		-1.06193878E+002		0.00000000E+000	
3.20272088E+000		-1.07074852E+002		0.00000000E+000	
3.20273995E+000		-1.07842621E+002		0.00000000E+000	
3.20275927E+000		-1.10202141E+002		0.00000000E+000	
3.20277858E+000		-1.10002174E+002		0.00000000E+000	
3.20279765E+000		-1.07022064E+002		0.00000000E+000	
3.20281696E+000		-1.06832954E+002		0.00000000E+000	
3.20283604E+000		-1.06899185E+002		0.00000000E+000	
3.20285535E+000		-1.06134727E+002		0.00000000E+000	
3.20287442E+000		-1.05998550E+002		0.00000000E+000	
3.20289373E+000		-1.09020836E+002		0.00000000E+000	
3.20291281E+000		-1.08516960E+002		0.00000000E+000	
3.20293212E+000		-1.07964462E+002		0.00000000E+000	
3.20295143E+000		-1.08114464E+002		0.00000000E+000	
3.20297050E+000		-1.06454048E+002		0.00000000E+000	
3.20298982E+000		-1.05852547E+002		0.00000000E+000	
3.20300889E+000		-1.05830399E+002		0.00000000E+000	
3.20302820E+000		-1.05680191E+002		0.00000000E+000	
3.20304728E+000		-1.05692558E+002		0.00000000E+000	
3.20306659E+000		-1.06901009E+002		0.00000000E+000	
3.20308590E+000		-1.05778091E+002		0.00000000E+000	
3.20310497E+000		-1.04885925E+002		0.00000000E+000	
3.20312428E+000		-1.05097076E+002		0.00000000E+000	
3.20314336E+000		-1.04095161E+002		0.00000000E+000	
3.20316267E+000		-1.03949875E+002		0.00000000E+000	
3.20318174E+000		-1.03293945E+002		0.00000000E+000	
3.20320106E+000		-1.03151558E+002		0.00000000E+000	
3.20322037E+000		-1.03392212E+002		0.00000000E+000	
3.20323944E+000		-1.04250954E+002		0.00000000E+000	
3.20325875E+000		-1.03712082E+002		0.00000000E+000	
3.20327783E+000		-1.05531891E+002		0.00000000E+000	
3.20329714E+000		-1.07315277E+002		0.00000000E+000	
3.20331621E+000		-1.05811226E+002		0.00000000E+000	
3.20333552E+000		-1.06261337E+002		0.00000000E+000	
3.20335484E+000		-1.07865211E+002		0.00000000E+000	
3.20337391E+000		-1.06288208E+002		0.00000000E+000	
3.20339322E+000		-1.06041275E+002		0.00000000E+000	
3.20341229E+000		-1.05862434E+002		0.00000000E+000	
3.20343161E+000		-1.05801704E+002		0.00000000E+000	
3.20345068E+000		-1.05895645E+002		0.00000000E+000	
3.20346999E+000		-1.04365479E+002		0.00000000E+000	
3.20348907E+000		-1.04638855E+002		0.00000000E+000	
3.20350838E+000		-1.03356514E+002		0.00000000E+000	
3.20352769E+000		-1.03270432E+002		0.00000000E+000	
3.20354676E+000		-1.02830803E+002		0.00000000E+000	
3.20356607E+000		-1.04469604E+002		0.00000000E+000	
3.20358515E+000		-1.04044449E+002		0.00000000E+000	
3.20360446E+000		-1.07089348E+002		0.00000000E+000	
3.20362353E+000		-1.05376526E+002		0.00000000E+000	
3.20364285E+000		-1.05857430E+002		0.00000000E+000	
3.20366216E+000		-1.05872536E+002		0.00000000E+000	
3.20368123E+000		-1.06984253E+002		0.00000000E+000	
3.20370054E+000		-1.06012375E+002		0.00000000E+000	
3.20371962E+000		-1.06829155E+002		0.00000000E+000	
3.20373893E+000		-1.06678421E+002		0.00000000E+000	
3.20375800E+000		-1.05318039E+002		0.00000000E+000	
3.20377731E+000		-1.05260536E+002		0.00000000E+000	
3.20379663E+000		-1.05975510E+002		0.00000000E+000	
3.20381570E+000		-1.06875977E+002		0.00000000E+000	
3.20383501E+000		-1.07256317E+002		0.00000000E+000	
3.20385408E+000		-1.09905441E+002		0.00000000E+000	
3.20387340E+000		-1.09916122E+002		0.00000000E+000	
3.20389247E+000		-1.05858505E+002		0.00000000E+000	
3.20391178E+000		-1.06014832E+002		0.00000000E+000	
3.20393109E+000		-1.05711586E+002		0.00000000E+000	
3.20395017E+000		-1.05528175E+002		0.00000000E+000	
3.20396948E+000		-1.05156181E+002		0.00000000E+000	
3.20398855E+000		-1.07486771E+002		0.00000000E+000	
3.20400786E+000		-1.06483932E+002		0.00000000E+000	
3.20402694E+000		-1.05839417E+002		0.00000000E+000	
